State,County,Collection Date,Date Detected,HPAI Strain,Bird Species,WOAH Classification,Sampling Method,Submitting Agency
Minnesota,Scott,3/20/2025,4/21/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Ohio,Ottawa,3/25/2025,4/15/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Ohio,Ottawa,3/25/2025,4/15/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Minnesota,Scott,3/27/2025,4/15/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Minnesota,Scott,3/27/2025,4/15/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Minnesota,Scott,3/27/2025,4/15/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Minnesota,Scott,3/27/2025,4/15/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Minnesota,Scott,3/27/2025,4/15/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Minnesota,Scott,3/27/2025,4/15/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Minnesota,Scott,3/27/2025,4/15/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Minnesota,Scott,3/27/2025,4/15/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Minnesota,Scott,3/27/2025,4/15/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Minnesota,Scott,3/27/2025,4/15/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Minnesota,Scott,3/27/2025,4/15/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Minnesota,Scott,3/27/2025,4/15/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Minnesota,Scott,3/27/2025,4/15/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Minnesota,Scott,3/27/2025,4/15/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Minnesota,Scott,3/27/2025,4/15/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Minnesota,Scott,3/27/2025,4/15/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Minnesota,Scott,3/27/2025,4/15/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Minnesota,Scott,3/27/2025,4/15/2025,EA H5N1,Mallard,Wild bird,Live bird,NWDP
Minnesota,Scott,3/27/2025,4/15/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Minnesota,Scott,3/27/2025,4/15/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Minnesota,Scott,3/27/2025,4/15/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Minnesota,Scott,3/27/2025,4/15/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Minnesota,Scott,3/27/2025,4/15/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Minnesota,Scott,3/27/2025,4/15/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Minnesota,Scott,3/27/2025,4/15/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Minnesota,Scott,3/27/2025,4/15/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Ohio,Ottawa,3/28/2025,4/15/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Kansas,Barton,4/3/2024,4/10/2025,EA H5,Teal,Wild bird,Live bird,NWDP
Connecticut,New Haven,3/18/2025,3/27/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Connecticut,New London,3/18/2025,3/27/2025,EA/AM H5N1,Mallard,Wild bird,Live bird,NWDP
Rhode Island,Washington,2/21/2025,3/27/2025,EA/AM H5N1,Duck,Wild bird,Live bird,NWDP
Rhode Island,Washington,2/21/2025,3/27/2025,EA/AM H5N1,Duck,Wild bird,Live bird,NWDP
Colorado,Larimer,3/12/2025,3/24/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Vermont,Addison,3/14/2025,3/21/2025,EA H5,Goose,Wild bird,Morbidity/Mortality,NWDP
Vermont,Addison,3/14/2025,3/21/2025,EA H5,Goose,Wild bird,Morbidity/Mortality,NWDP
Vermont,Addison,3/14/2025,3/21/2025,EA H5,Goose,Wild bird,Morbidity/Mortality,NWDP
Vermont,Addison,3/14/2025,3/21/2025,EA H5,Goose,Wild bird,Morbidity/Mortality,NWDP
Vermont,Addison,3/14/2025,3/21/2025,EA H5,Goose,Wild bird,Morbidity/Mortality,NWDP
Indiana,Starke,12/6/2024,3/20/2025,EA H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Indiana,Starke,12/6/2024,3/20/2025,EA H5,Mallard,Wild bird,Hunter harvest,NWDP
Indiana,Starke,12/6/2024,3/20/2025,EA H5,Mallard,Wild bird,Hunter harvest,NWDP
Iowa,Johnson,12/27/2024,3/19/2025,EA/AM H5N1,Goose,Wild bird,Morbidity/Mortality,IA DNR
Illinois,Cook,2/25/2025,3/19/2025,EA H5,Merganser,Wild bird,Morbidity/Mortality,NWDP
Illinois,Cook,2/25/2025,3/19/2025,EA H5,Merganser,Wild bird,Morbidity/Mortality,NWDP
Illinois,Cook,2/25/2025,3/19/2025,EA H5,Merganser,Wild bird,Morbidity/Mortality,NWDP
Illinois,Cook,2/25/2025,3/19/2025,EA H5,Merganser,Wild bird,Morbidity/Mortality,NWDP
Illinois,Cook,2/25/2025,3/19/2025,EA H5,Merganser,Wild bird,Morbidity/Mortality,NWDP
Oklahoma,Texas,3/6/2025,3/17/2025,EA H5,Goose,Wild bird,Morbidity/Mortality,USGS
Oklahoma,Texas,3/6/2025,3/17/2025,EA H5,Goose,Wild bird,Morbidity/Mortality,USGS
Colorado,Larimer,3/6/2025,3/13/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Minnesota,Itasca,10/24/2024,3/13/2025,EA/AM H5N1,Other,Wild bird,Morbidity/Mortality,MN DNR
Oregon,Marion,10/24/2024,3/13/2025,EA/AM H5N1,Goose,Wild bird,Morbidity/Mortality,OR DFW
Oregon,Marion,10/24/2024,3/13/2025,EA H5,Goose,Wild bird,Morbidity/Mortality,OR DFW
Oregon,Lane,10/25/2024,3/13/2025,EA/AM H5N1,Teal,Wild bird,Morbidity/Mortality,OR DFW
South Carolina,Horry,4/12/2024,3/12/2025,EA/AM H5N1,Goose,Wild bird,Morbidity/Mortality,SC DNR/SCWDS
Oregon,Lane,10/25/2024,3/12/2025,EA/AM H5N1,Goose,Wild bird,Morbidity/Mortality,OR DFW
Oregon,Lane,10/22/2024,3/12/2025,EA/AM H5N1,Goose,Wild bird,Morbidity/Mortality,OR DFW
Oregon,Marion,10/21/2024,3/12/2025,EA/AM H5N1,Goose,Wild bird,Morbidity/Mortality,OR DFW
Oregon,Multnomah,10/11/2024,3/12/2025,EA/AM H5N1,Goose,Wild bird,Morbidity/Mortality,OR DFW
Michigan,Ingham,2/28/2025,3/11/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Michigan,Ingham,2/28/2025,3/11/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Michigan,Ingham,2/28/2025,3/11/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Michigan,Ingham,2/28/2025,3/11/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Michigan,Ingham,2/28/2025,3/11/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Rhode Island,Washington,2/21/2025,3/10/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Rhode Island,Washington,2/21/2025,3/10/2025,EA H5,Duck,Wild bird,Live bird,NWDP
Rhode Island,Washington,2/21/2025,3/10/2025,EA H5,Duck,Wild bird,Live bird,NWDP
Maine,Kennebec,2/12/2025,3/7/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,Kennebec,2/12/2025,3/7/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,Kennebec,2/12/2025,3/7/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,Kennebec,2/12/2025,3/7/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,Kennebec,2/12/2025,3/7/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,Kennebec,2/12/2025,3/7/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,Kennebec,2/12/2025,3/7/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,Kennebec,2/12/2025,3/7/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,Kennebec,2/12/2025,3/7/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,Kennebec,2/12/2025,3/7/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,Kennebec,2/12/2025,3/7/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,Kennebec,2/12/2025,3/7/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,Kennebec,2/12/2025,3/7/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,Kennebec,2/12/2025,3/7/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,Kennebec,2/12/2025,3/7/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,Kennebec,2/12/2025,3/7/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,Kennebec,2/12/2025,3/7/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,Kennebec,2/12/2025,3/7/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,Kennebec,2/12/2025,3/7/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,Kennebec,2/12/2025,3/7/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,Kennebec,2/12/2025,3/7/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,Kennebec,2/12/2025,3/7/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,Kennebec,2/12/2025,3/7/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,Kennebec,2/12/2025,3/7/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,Kennebec,2/12/2025,3/7/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,Kennebec,2/12/2025,3/7/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,Kennebec,2/12/2025,3/7/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,Kennebec,2/12/2025,3/7/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,Kennebec,2/12/2025,3/7/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,Kennebec,2/12/2025,3/7/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,Kennebec,2/12/2025,3/7/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,Kennebec,2/12/2025,3/7/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,Kennebec,2/12/2025,3/7/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,Kennebec,2/12/2025,3/7/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,Kennebec,2/12/2025,3/7/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,Kennebec,2/12/2025,3/7/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,Kennebec,2/12/2025,3/7/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,Kennebec,2/12/2025,3/7/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,Kennebec,2/12/2025,3/7/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,Kennebec,2/12/2025,3/7/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,Kennebec,2/12/2025,3/7/2025,EA H5,Duck,Wild bird,Live bird,NWDP
Maine,Kennebec,2/12/2025,3/7/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,Kennebec,2/12/2025,3/7/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,Kennebec,2/12/2025,3/7/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,Kennebec,2/12/2025,3/7/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,Kennebec,2/12/2025,3/7/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
West Virginia,Monongalia,2/25/2025,3/6/2025,EA/AM H5N1,Goose,Wild bird,Morbidity/Mortality,NWDP
West Virginia,Monongalia,2/25/2025,3/6/2025,EA/AM H5N1,Goose,Wild bird,Morbidity/Mortality,NWDP
West Virginia,Monongalia,2/25/2025,3/6/2025,EA/AM H5N1,Goose,Wild bird,Morbidity/Mortality,NWDP
Alaska,Matanuska-Susitna,2/18/2025,3/6/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Alaska,Matanuska-Susitna,2/18/2025,3/6/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Michigan,Eaton,2/21/2025,3/6/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Michigan,Ingham,2/21/2025,3/6/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Michigan,Ingham,2/21/2025,3/6/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Michigan,Ingham,2/21/2025,3/6/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Michigan,Ingham,2/21/2025,3/6/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Michigan,Ingham,2/21/2025,3/6/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Michigan,Ingham,2/21/2025,3/6/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Michigan,Ingham,2/21/2025,3/6/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Michigan,Ingham,2/21/2025,3/6/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Michigan,Ingham,2/21/2025,3/6/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Michigan,Ingham,2/21/2025,3/6/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Michigan,Ingham,2/21/2025,3/6/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Michigan,Ingham,2/21/2025,3/6/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
West Virginia,Monongalia,2/18/2025,2/27/2025,EA H5N1,Goose,Wild bird,Morbidity/Mortality,NWDP
West Virginia,Monongalia,2/18/2025,2/27/2025,EA H5N1,Goose,Wild bird,Morbidity/Mortality,NWDP
Massachusetts,Worcester,2/18/2025,2/27/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,York,2/20/2025,2/27/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,York,2/20/2025,2/27/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,York,2/20/2025,2/27/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,York,2/20/2025,2/27/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,York,2/20/2025,2/27/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,York,2/20/2025,2/27/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,York,2/20/2025,2/27/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,York,2/20/2025,2/27/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,York,2/20/2025,2/27/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,York,2/20/2025,2/27/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,York,2/20/2025,2/27/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,York,2/20/2025,2/27/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,York,2/20/2025,2/27/2025,EA H5,Other,Wild bird,Live bird,NWDP
Maine,York,2/20/2025,2/27/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
New Hampshire,Grafton,2/19/2025,2/27/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
New Hampshire,Grafton,2/19/2025,2/27/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
New Hampshire,Grafton,2/14/2025,2/27/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
New Hampshire,Belknap,2/11/2025,2/26/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Rhode Island,Kent,2/5/2025,2/25/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Rhode Island,Kent,2/5/2025,2/25/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Rhode Island,Kent,2/5/2025,2/25/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Rhode Island,Kent,2/5/2025,2/25/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Rhode Island,Kent,2/4/2025,2/25/2025,EA H5,Duck,Wild bird,Live bird,NWDP
Indiana,Jackson,2/15/2025,2/25/2025,EA H5,Other,Wild bird,Agency harvest,NWDP
Michigan,Jackson,2/13/2025,2/25/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Michigan,Jackson,2/13/2025,2/25/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Michigan,Jackson,2/13/2025,2/25/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,Kennebec,2/6/2025,2/24/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,Kennebec,2/6/2025,2/24/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,Kennebec,2/6/2025,2/24/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,Kennebec,2/6/2025,2/24/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,Kennebec,2/6/2025,2/24/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,Kennebec,2/6/2025,2/24/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,Kennebec,2/6/2025,2/24/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,Kennebec,2/6/2025,2/24/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,Kennebec,2/6/2025,2/24/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,Kennebec,1/23/2025,2/24/2025,EA/AM H5N1,Mallard,Wild bird,Live bird,NWDP
Maine,Kennebec,1/23/2025,2/24/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,Kennebec,1/23/2025,2/24/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,Kennebec,1/23/2025,2/24/2025,EA/AM H5N1,Other,Wild bird,Live bird,NWDP
Maine,Kennebec,1/23/2025,2/24/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,Kennebec,1/24/2025,2/24/2025,EA/AM H5N1,Mallard,Wild bird,Live bird,NWDP
North Carolina,Currituck,2/10/2025,2/24/2025,EA H5,Teal,Wild bird,Live bird,NWDP
North Carolina,Currituck,2/10/2025,2/24/2025,EA H5,Teal,Wild bird,Live bird,NWDP
North Carolina,Currituck,2/10/2025,2/24/2025,EA H5,Teal,Wild bird,Live bird,NWDP
North Carolina,Currituck,2/10/2025,2/24/2025,EA H5,Teal,Wild bird,Live bird,NWDP
New Hampshire,Belknap,2/13/2025,2/24/2025,EA H5,Goose,Wild bird,Morbidity/Mortality,NWDP
Maine,York,2/7/2025,2/24/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,York,2/7/2025,2/24/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,York,2/7/2025,2/24/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,York,2/7/2025,2/24/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,York,2/7/2025,2/24/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,York,2/7/2025,2/24/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,York,2/7/2025,2/24/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,York,2/7/2025,2/24/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,York,2/7/2025,2/24/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,York,2/7/2025,2/24/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,York,2/7/2025,2/24/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,York,2/7/2025,2/24/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,York,2/7/2025,2/24/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,York,2/7/2025,2/24/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,York,2/7/2025,2/24/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,York,2/7/2025,2/24/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,York,2/7/2025,2/24/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,York,2/7/2025,2/24/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,York,2/7/2025,2/24/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,York,2/7/2025,2/24/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,York,2/7/2025,2/24/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,York,2/7/2025,2/24/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,York,2/7/2025,2/24/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,York,2/7/2025,2/24/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,York,2/7/2025,2/24/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,York,2/7/2025,2/24/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,York,2/7/2025,2/24/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,York,2/7/2025,2/24/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,York,2/7/2025,2/24/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,York,2/7/2025,2/24/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,York,2/7/2025,2/24/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,York,2/7/2025,2/24/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,York,2/7/2025,2/24/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,York,2/7/2025,2/24/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,York,2/7/2025,2/24/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,York,2/7/2025,2/24/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,York,2/7/2025,2/24/2025,EA H5,Other,Wild bird,Live bird,NWDP
Maine,York,2/7/2025,2/24/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,York,2/7/2025,2/24/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,York,2/7/2025,2/24/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,York,2/7/2025,2/24/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,York,2/7/2025,2/24/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,York,2/7/2025,2/24/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,York,2/7/2025,2/24/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,Kennebec,2/6/2025,2/24/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,Kennebec,2/6/2025,2/24/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,Kennebec,2/6/2025,2/24/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,Kennebec,2/6/2025,2/24/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,Kennebec,2/6/2025,2/24/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,Kennebec,2/6/2025,2/24/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,Kennebec,2/6/2025,2/24/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,Kennebec,2/6/2025,2/24/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,Kennebec,2/6/2025,2/24/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,Kennebec,2/6/2025,2/24/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,Kennebec,2/6/2025,2/24/2025,EA H5,Other,Wild bird,Live bird,NWDP
Maine,Kennebec,2/6/2025,2/24/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,Kennebec,2/6/2025,2/24/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,Kennebec,2/6/2025,2/24/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,Kennebec,2/6/2025,2/24/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,Kennebec,2/6/2025,2/24/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,Kennebec,2/6/2025,2/24/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,Kennebec,2/6/2025,2/24/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,Kennebec,2/6/2025,2/24/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,Kennebec,2/6/2025,2/24/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,Kennebec,2/6/2025,2/24/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,Kennebec,2/6/2025,2/24/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,Kennebec,2/6/2025,2/24/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,Kennebec,2/6/2025,2/24/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,Kennebec,2/6/2025,2/24/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,Kennebec,2/6/2025,2/24/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,Kennebec,2/6/2025,2/24/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,Kennebec,2/6/2025,2/24/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,Kennebec,2/6/2025,2/24/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,Kennebec,2/6/2025,2/24/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,Kennebec,2/6/2025,2/24/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,Kennebec,2/6/2025,2/24/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,Kennebec,2/6/2025,2/24/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,Kennebec,2/6/2025,2/24/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,Kennebec,2/6/2025,2/24/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,Kennebec,2/6/2025,2/24/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,Kennebec,2/6/2025,2/24/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,Kennebec,2/6/2025,2/24/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,Kennebec,2/6/2025,2/24/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,Kennebec,2/6/2025,2/24/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,Kennebec,2/6/2025,2/24/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,Kennebec,2/6/2025,2/24/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,Kennebec,2/6/2025,2/24/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,Kennebec,2/6/2025,2/24/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,Kennebec,2/6/2025,2/24/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,Kennebec,2/6/2025,2/24/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,Kennebec,2/6/2025,2/24/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,Kennebec,2/6/2025,2/24/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
Maine,Kennebec,2/6/2025,2/24/2025,EA H5,Mallard,Wild bird,Live bird,NWDP
